麦当劳(中冶祥腾城市广场店),真南路4500号中冶祥腾城市广场3层,1.0,142,155,25,14, 7.8, 8.1, 8.0, 27 
麦当劳(大柏树创意园店),汶水东路351号一层325室商铺,1.0,190,246,55,60, 7.6, 7.6, 7.2, 31 
麦当劳(友谊路得来速店),"友谊路1881号,1883号",1.0,78,145,29,35, 8.0, 8.2, 7.9, 29 
麦当劳(铜川路乐购店),铜川路1688号,1.0,106,137,51,41, 7.3, 7.3, 7.1, 24 
麦当劳(乐虹坊精致生活广场店),虹桥镇虹井路288号燎申国际商业广场205-206号乐虹坊精致生活广场A座1层,0.0,140,199,60,60, 7.5, 7.6, 7.3, 26 
麦当劳(大华第一坊店),真华路950号104-1、202-1大华第一坊,1.0,263,376,79,97, 7.6, 7.6, 7.4, 25 
麦当劳(富锦路地铁站店),蕰川路2462号101室BCD室,1.0,152,202,54,61, 7.5, 7.5, 7.1, 21 
麦当劳(水产西路店),水产西路1028号一层5901F1009号和2层5901F02007号,1.0,56,85,15,27, 7.4, 7.5, 6.6, 40 
麦当劳(丰庄店),曹安路1685号,1.0,71,119,43,25, 7.3, 7.4, 7.2, 20 
麦当劳(鑫都商业广场店),鑫都路2538弄鑫都商业广场3号楼1层,1.0,65,105,23,23, 7.5, 7.5, 7.3, 35 
麦当劳(上海卜蜂莲花新镇店店),宝铭路8号,1.0,58,81,34,25, 7.2, 7.2, 7.2, 25 
麦当劳(松江南乐乐尚天地店),南乐路456号3106-3107商铺,1.0,14,27,0,1, 7.6, 7.6, 7.5, 24 
麦当劳(白丽生活广场店),武威路1114号白丽生活广场1层,1.0,147,203,55,63, 7.2, 6.8, 7.0, 27 
麦当劳(万达广场店),金沙江西路1051号万达广场2层,0.0,8,14,0,1, 7.7, 7.6, 7.6, 26 
麦当劳(金鼎路店),金鼎路2218号1F119,0.0,70,77,14,20, 7.4, 7.5, 7.2, 27 
麦当劳甜品站(仲盛世界商城店),都市路5001号仲盛世界商城B1层,0.0,18,17,1,1, 7.4, 7.3, 7.5, 13 
麦当劳(上海南站南广场餐厅),沪闵路9001-3号南广场地下一层南1-B16,0.0,35,32,11,10, 7.5, 7.4, 7.3, 30 
麦当劳代购(特力时尚汇店),政通路189号特力时尚汇B1层城中城,0.0,0,1,0,0, 7.0, 7.0, 7.0, 26 
麦当劳麦咖啡(日月光店),徐家汇路618号日月光中心商场地下二层TK-67室,0.0,26,25,6,5, 7.3, 7.1, 7.0, 20 
麦当劳甜品站(控江路店),控江路1667号海烟商厦2层麦当劳内,0.0,36,40,3,1, 8.1, 8.1, 7.8, 20 
麦当劳麦咖啡(品尊国际店),铜川路26号地下一层C1室商铺,1.0,13,17,1,2, 7.6, 7.6, 7.6, 30 
麦当劳麦咖啡(凯科大厦店),虹梅路1801号凯科国际大厦A座1楼,0.0,2,3,0,0, 7.5, 7.5, 7.5,-
